Id,SalePrice
1699,1.0
1700,0.0
1701,0.0
1702,1.0
1703,1.0
1704,1.0
1705,1.0
1706,1.0
1707,1.0
1708,1.0
1709,1.0
1710,1.0
1711,0.0
1712,1.0
1713,1.0
1714,1.0
1715,0.0
1716,1.0
1717,1.0
1718,1.0
1719,0.0
1720,1.0
1721,1.0
1722,1.0
1723,1.0
1724,1.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,1.0
1732,1.0
1733,1.0
1734,1.0
1735,1.0
1736,1.0
1737,1.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,1.0
1745,1.0
1746,0.0
1747,0.0
1748,0.0
1749,1.0
1750,1.0
1751,0.0
1752,1.0
1753,1.0
1754,0.0
1755,0.0
1756,1.0
1757,1.0
1758,1.0
1759,1.0
1760,1.0
1761,1.0
1762,0.0
1763,0.0
1764,1.0
1765,1.0
1766,1.0
1767,1.0
1768,1.0
1769,1.0
1770,1.0
1771,1.0
1772,1.0
1773,1.0
1774,0.0
1775,1.0
1776,1.0
1777,0.0
1778,1.0
1779,1.0
1780,0.0
1781,1.0
1782,1.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,1.0
1793,1.0
1794,1.0
1795,1.0
1796,1.0
1797,0.0
1798,1.0
1799,1.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,1.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,1.0
1840,0.0
1841,0.0
1842,0.0
1843,1.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,1.0
1849,1.0
1850,1.0
1851,0.0
1852,1.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,1.0
1866,1.0
1867,1.0
1868,1.0
1869,1.0
1870,1.0
1871,1.0
1872,0.0
1873,0.0
1874,1.0
1875,1.0
1876,0.0
1877,1.0
1878,1.0
1879,1.0
1880,1.0
1881,1.0
1882,0.0
1883,0.0
1884,0.0
1885,1.0
1886,1.0
1887,1.0
1888,1.0
1889,0.0
1890,1.0
1891,0.0
1892,1.0
1893,1.0
1894,0.0
1895,1.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,1.0
1903,0.0
1904,1.0
1905,1.0
1906,0.0
1907,1.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,1.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,1.0
1921,1.0
1922,1.0
1923,0.0
1924,0.0
1925,0.0
1926,1.0
1927,1.0
1928,1.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,1.0
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,1.0
1946,1.0
1947,0.0
1948,1.0
1949,1.0
1950,1.0
1951,1.0
1952,1.0
1953,1.0
1954,0.0
1955,0.0
1956,0.0
1957,1.0
1958,0.0
1959,0.0
1960,1.0
1961,1.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,1.0
1968,1.0
1969,1.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.0
1975,1.0
1976,1.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.0
1985,0.0
1986,0.0
1987,1.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,1.0
1999,0.0
2000,0.0
2001,0.0
2002,1.0
2003,0.0
2004,0.0
2005,1.0
2006,1.0
2007,1.0
2008,1.0
2009,0.0
2010,0.0
2011,1.0
2012,1.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,1.0
2019,1.0
2020,0.0
2021,1.0
2022,1.0
2023,0.0
2024,0.0
2025,0.0
2026,0.0
2027,0.0
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,0.0
2033,0.0
2034,0.0
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,1.0
2042,0.0
2043,0.0
2044,1.0
2045,1.0
2046,0.0
2047,0.0
2048,1.0
2049,0.0
2050,0.0
2051,1.0
2052,1.0
2053,1.0
2054,0.0
2055,1.0
2056,1.0
2057,1.0
2058,0.0
2059,1.0
2060,1.0
2061,1.0
2062,1.0
2063,1.0
2064,1.0
2065,1.0
2066,1.0
2067,1.0
2068,0.0
2069,1.0
2070,0.0
2071,0.0
2072,0.0
2073,1.0
2074,1.0
2075,1.0
2076,1.0
2077,1.0
2078,1.0
2079,0.0
2080,0.0
2081,0.0
2082,0.0
2083,0.0
2084,1.0
2085,1.0
2086,1.0
2087,0.0
2088,0.0
2089,0.0
2090,0.0
2091,0.0
2092,0.0
2093,0.0
2094,0.0
2095,0.0
2096,0.0
2097,0.0
2098,0.0
2099,1.0
2100,1.0
2101,0.0
2102,0.0
2103,0.0
2104,0.0
2105,0.0
2106,0.0
2107,0.0
2108,1.0
2109,1.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,0.0
2119,0.0
2120,0.0
2121,1.0
2122,0.0
2123,0.0
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,0.0
2129,0.0
2130,0.0
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,1.0
2138,0.0
2139,0.0
2140,1.0
2141,0.0
2142,1.0
2143,0.0
2144,0.0
2145,1.0
2146,1.0
2147,0.0
2148,0.0
2149,0.0
2150,1.0
2151,0.0
2152,0.0
2153,1.0
2154,0.0
2155,0.0
2156,0.0
2157,1.0
2158,0.0
2159,0.0
2160,0.0
2161,1.0
2162,1.0
2163,1.0
2164,0.0
2165,1.0
2166,1.0
2167,1.0
2168,0.0
2169,0.0
2170,0.0
2171,1.0
2172,1.0
2173,1.0
2174,0.0
2175,0.0
2176,1.0
2177,0.0
2178,0.0
2179,0.0
2180,0.0
2181,1.0
2182,1.0
2183,1.0
2184,1.0
2185,0.0
2186,1.0
2187,0.0
2188,0.0
2189,1.0
2190,0.0
2191,0.0
2192,0.0
2193,0.0
2194,0.0
2195,1.0
2196,0.0
2197,0.0
2198,0.0
2199,0.0
2200,0.0
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.0
2206,1.0
2207,0.0
2208,0.0
2209,1.0
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,1.0
2218,0.0
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,1.0
2224,0.0
2225,0.0
2226,1.0
2227,0.0
2228,1.0
2229,0.0
2230,0.0
2231,0.0
2232,1.0
2233,1.0
2234,1.0
2235,1.0
2236,1.0
2237,1.0
2238,0.0
2239,1.0
2240,0.0
2241,0.0
2242,0.0
2243,0.0
2244,0.0
2245,0.0
2246,1.0
2247,0.0
2248,1.0
2249,1.0
2250,1.0
2251,0.0
2252,1.0
2253,0.0
2254,0.0
2255,0.0
2256,0.0
2257,0.0
2258,1.0
2259,0.0
2260,1.0
2261,0.0
2262,0.0
2263,0.0
2264,1.0
2265,0.0
2266,0.0
2267,1.0
2268,1.0
2269,1.0
2270,0.0
2271,1.0
2272,0.0
2273,1.0
2274,1.0
2275,1.0
2276,0.0
2277,0.0
2278,1.0
2279,1.0
2280,1.0
2281,0.0
2282,0.0
2283,0.0
2284,0.0
2285,0.0
2286,1.0
2287,1.0
2288,1.0
2289,1.0
2290,0.0
2291,0.0
2292,1.0
2293,1.0
2294,0.0
2295,1.0
2296,0.0
2297,0.0
2298,1.0
2299,0.0
2300,0.0
2301,0.0
2302,1.0
2303,1.0
2304,0.0
2305,0.0
2306,0.0
2307,0.0
2308,0.0
2309,0.0
2310,0.0
2311,0.0
2312,0.0
2313,0.0
2314,0.0
2315,0.0
2316,0.0
2317,1.0
2318,0.0
2319,0.0
2320,1.0
2321,0.0
2322,1.0
2323,0.0
2324,0.0
2325,1.0
2326,0.0
2327,0.0
2328,0.0
2329,0.0
2330,0.0
2331,0.0
2332,0.0
2333,0.0
2334,0.0
2335,0.0
2336,0.0
2337,1.0
2338,1.0
2339,1.0
2340,1.0
2341,1.0
2342,1.0
2343,1.0
2344,0.0
2345,0.0
2346,1.0
2347,1.0
2348,0.0
2349,0.0
2350,0.0
2351,1.0
2352,1.0
2353,0.0
2354,1.0
2355,1.0
2356,1.0
2357,1.0
2358,0.0
2359,0.0
2360,1.0
2361,1.0
2362,0.0
2363,1.0
2364,1.0
2365,0.0
2366,0.0
2367,0.0
2368,0.0
2369,0.0
2370,0.0
2371,0.0
2372,1.0
2373,0.0
2374,0.0
2375,0.0
2376,1.0
2377,1.0
2378,1.0
2379,0.0
2380,0.0
2381,1.0
2382,1.0
2383,1.0
2384,0.0
2385,1.0
2386,1.0
2387,1.0
2388,0.0
2389,1.0
2390,1.0
2391,1.0
2392,1.0
2393,1.0
2394,0.0
2395,0.0
2396,1.0
2397,1.0
2398,0.0
2399,1.0
2400,0.0
2401,1.0
2402,1.0
2403,0.0
2404,0.0
2405,0.0
2406,1.0
2407,1.0
2408,1.0
2409,1.0
2410,1.0
2411,1.0
2412,1.0
2413,1.0
2414,1.0
2415,0.0
2416,1.0
2417,1.0
2418,1.0
2419,0.0
2420,1.0
2421,1.0
2422,1.0
2423,0.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,0.0
2429,1.0
2430,1.0
2431,1.0
2432,1.0
2433,1.0
2434,1.0
2435,1.0
2436,1.0
2437,1.0
2438,0.0
2439,0.0
2440,0.0
2441,0.0
2442,0.0
2443,0.0
2444,0.0
2445,0.0
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2451,0.0
2452,0.0
2453,1.0
2454,0.0
2455,0.0
2456,0.0
2457,0.0
2458,0.0
2459,0.0
2460,0.0
2461,0.0
2462,0.0
2463,0.0
2464,0.0
2465,0.0
2466,0.0
2467,0.0
2468,0.0
2469,0.0
2470,0.0
2471,0.0
2472,0.0
2473,0.0
2474,0.0
2475,0.0
2476,0.0
2477,0.0
2478,0.0
2479,1.0
2480,0.0
2481,1.0
2482,0.0
2483,1.0
2484,1.0
2485,1.0
2486,1.0
2487,0.0
2488,0.0
2489,1.0
2490,1.0
2491,1.0
2492,1.0
2493,1.0
2494,1.0
2495,1.0
2496,1.0
2497,0.0
2498,1.0
2499,0.0
2500,0.0
2501,1.0
2502,0.0
2503,0.0
2504,0.0
2505,0.0
2506,1.0
2507,1.0
2508,1.0
2509,1.0
2510,1.0
2511,1.0
2512,0.0
2513,0.0
2514,1.0
2515,1.0
2516,0.0
2517,1.0
2518,1.0
2519,0.0
2520,0.0
2521,0.0
2522,0.0
2523,1.0
2524,0.0
2525,0.0
2526,1.0
2527,1.0
2528,1.0
2529,1.0
2530,1.0
2531,1.0
2532,0.0
2533,0.0
2534,1.0
2535,0.0
2536,0.0
2537,1.0
2538,0.0
2539,1.0
2540,1.0
2541,0.0
2542,0.0
2543,0.0
2544,1.0
2545,0.0
2546,1.0
2547,0.0
2548,0.0
2549,0.0
2550,1.0
2551,0.0
2552,1.0
2553,0.0
2554,0.0
2555,0.0
2556,1.0
2557,1.0
2558,0.0
2559,0.0
2560,0.0
2561,0.0
2562,0.0
2563,0.0
2564,0.0
2565,1.0
2566,0.0
2567,0.0
2568,1.0
2569,1.0
2570,0.0
2571,1.0
2572,0.0
2573,1.0
2574,1.0
2575,0.0
2576,0.0
2577,0.0
2578,0.0
2579,0.0
2580,0.0
2581,1.0
2582,0.0
2583,0.0
2584,0.0
2585,1.0
2586,1.0
2587,1.0
2588,0.0
2589,0.0
2590,0.0
2591,1.0
2592,1.0
2593,1.0
2594,1.0
2595,1.0
2596,1.0
2597,1.0
2598,0.0
2599,1.0
2600,1.0
2601,0.0
2602,0.0
2603,0.0
2604,0.0
2605,0.0
2606,0.0
2607,0.0
2608,1.0
2609,0.0
2610,0.0
2611,1.0
2612,1.0
2613,1.0
2614,1.0
2615,1.0
2616,1.0
2617,1.0
2618,1.0
2619,1.0
2620,0.0
2621,0.0
2622,0.0
2623,0.0
2624,0.0
2625,0.0
2626,1.0
2627,0.0
2628,0.0
2629,0.0
2630,0.0
2631,0.0
2632,0.0
2633,0.0
2634,1.0
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,1.0
2641,1.0
2642,0.0
2643,0.0
2644,0.0
2645,0.0
2646,0.0
2647,0.0
2648,0.0
2649,1.0
2650,0.0
2651,0.0
2652,0.0
2653,1.0
2654,1.0
2655,1.0
2656,0.0
2657,0.0
2658,0.0
2659,0.0
2660,0.0
2661,1.0
2662,1.0
2663,0.0
2664,0.0
2665,1.0
2666,0.0
2667,0.0
2668,0.0
2669,1.0
2670,0.0
2671,0.0
2672,0.0
2673,0.0
2674,0.0
2675,0.0
2676,0.0
2677,0.0
2678,0.0
2679,0.0
2680,0.0
2681,0.0
2682,0.0
2683,0.0
2684,0.0
2685,0.0
2686,0.0
2687,1.0
2688,1.0
2689,1.0
2690,0.0
2691,0.0
2692,1.0
2693,1.0
2694,1.0
2695,0.0
2696,0.0
2697,0.0
2698,0.0
2699,0.0
2700,0.0
2701,0.0
2702,1.0
2703,0.0
2704,1.0
2705,1.0
2706,1.0
2707,1.0
2708,1.0
2709,1.0
2710,1.0
2711,0.0
2712,0.0
2713,0.0
2714,0.0
2715,0.0
2716,0.0
2717,0.0
2718,1.0
2719,0.0
2720,1.0
2721,1.0
2722,0.0
2723,1.0
2724,0.0
2725,1.0
2726,0.0
2727,0.0
2728,1.0
2729,0.0
2730,1.0
2731,0.0
2732,1.0
2733,1.0
2734,1.0
2735,1.0
2736,0.0
2737,1.0
2738,0.0
2739,0.0
2740,1.0
2741,1.0
2742,1.0
2743,0.0
2744,1.0
2745,1.0
2746,1.0
2747,1.0
2748,0.0
2749,1.0
2750,1.0
2751,1.0
2752,0.0
2753,1.0
2754,0.0
2755,0.0
2756,0.0
2757,0.0
2758,0.0
2759,0.0
2760,0.0
2761,0.0
2762,1.0
2763,1.0
2764,1.0
2765,0.0
2766,0.0
2767,0.0
2768,0.0
2769,1.0
2770,1.0
2771,1.0
2772,0.0
2773,0.0
2774,0.0
2775,0.0
2776,0.0
2777,0.0
2778,0.0
2779,0.0
2780,0.0
2781,0.0
2782,1.0
2783,0.0
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,0.0
2790,0.0
2791,1.0
2792,0.0
2793,0.0
2794,0.0
2795,0.0
2796,0.0
2797,0.0
2798,0.0
2799,0.0
2800,0.0
2801,0.0
2802,0.0
2803,0.0
2804,1.0
2805,0.0
2806,0.0
2807,1.0
2808,1.0
2809,0.0
2810,1.0
2811,1.0
2812,0.0
2813,0.0
2814,0.0
2815,0.0
2816,1.0
2817,1.0
2818,0.0
2819,0.0
2820,1.0
2821,0.0
2822,0.0
2823,0.0
2824,0.0
2825,1.0
2826,1.0
2827,0.0
2828,0.0
2829,0.0
2830,0.0
2831,1.0
2832,1.0
2833,1.0
2834,0.0
2835,1.0
2836,0.0
2837,1.0
2838,1.0
2839,0.0
2840,1.0
2841,0.0
2842,0.0
2843,0.0
2844,0.0
2845,1.0
2846,0.0
2847,0.0
2848,1.0
2849,0.0
2850,0.0
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,1.0
2856,0.0
2857,0.0
2858,1.0
2859,0.0
2860,0.0
2861,1.0
2862,0.0
2863,1.0
2864,0.0
2865,0.0
2866,0.0
2867,0.0
2868,0.0
2869,0.0
2870,1.0
2871,0.0
2872,0.0
2873,0.0
2874,0.0
2875,0.0
2876,0.0
2877,0.0
2878,0.0
2879,0.0
2880,0.0
2881,0.0
2882,0.0
2883,0.0
2884,0.0
2885,0.0
2886,0.0
2887,0.0
2888,0.0
2889,0.0
2890,0.0
2891,0.0
2892,0.0
2893,0.0
2894,0.0
2895,0.0
2896,0.0
2897,1.0
2898,0.0
2899,1.0
2900,0.0
2901,1.0
2902,1.0
2903,1.0
2904,1.0
2905,1.0
2906,0.0
2907,0.0
2908,1.0
2909,0.0
2910,0.0
2911,0.0
2912,1.0
2913,0.0
2914,0.0
2915,0.0
2916,0.0
2917,1.0
2918,0.0
2919,0.0
